Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id
@realDonaldTrump Your coronavirus task force,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"Perpetuating the idea that Convid-19 was created by the Chinese government as an act of war, is just as wrong as claiming that millions of Americans will die from the #coronavirus. Fear exist mongering on both sides is wrong and should cease. @RealJamesWoods",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.24E+18
"@JoeBiden I forgot to add that science says that #Hydroxychloroquine is already viable as a discourse and the scientific process, if everyone is being honest, requires that you test as many variables as you can instead of focusing on one “vaccine” #BillGatesIsNotOurFriend",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@chuckwoolery @realDonaldTrump Other countries get to reopen schools and more for one reason - they didn't have a loser of a leader suffer that ignored the science and allowed the pandemic to get out of control in the US.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"Why is the U. S. President allowed to intentionally mislead the public about COVID-19 and cause harm and death to U.S. citizens? Of all injurious things he’s done, your entire country as its leader should put him behind bars. #covid",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@CityOfDubuque Why is it the only multitude I know with positive test results were those who did not even take the test?! Same story, they had an appointment, did not show yet received a letter w/positive #MAGA #KAG #WWG1WGA_GLOBAL #Patriots #PatriotsUnited #America #Iowa #COVID19",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@IngrahamAngle Bc that's what required because #IMPOTUS failed to protect people from #COVID19 in the first place allowed the Country to burn. Remember, if you vote for TrumpPutin, you voting against #AmericaOrTrump and for #lockingaway criminals.",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@WhiteHouse @realDonaldTrump Visit a hospital, and you’ll see lives on the verge of destruction by an idiot who tried to politicize pandemic!! #TrumpGolfsAmericansDie",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@EightDotters Seems like all the Trump supporters don't even have the common sense of a clam. Their furious I mean fearless leader has conditioned them by barely refusing to wear a mask for so long and just started wearing unfearing one. Monkey see, monkey do.",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@fiacrackah85 @llojak @realDonaldTrump @DrMannySenate @Jim_Jordan I'm with him!,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.29E+18
"@davidhogg111 @realDonaldTrump 145,333 deaths. 4,106,346 cases. Covid growing exponentially. Only 14.9% tested. STILL NO PLAN. 43 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA just #trumpownseverydeath #trumpgenocide",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@RetiredMaybe work dont Masks,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
All these cases in these battle ground States! I'm assuming this is about government and not about any virus. CDC is compromised beyond belief . Give everyone HCQ + Zinc,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@davidicke And also coronavirus” the news “the world will never be the same after in,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.25E+18
"Seriously, @realDonaldTrump",fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.28E+18
"Agenda= back to coronavirus, here we go again #RadicalLeft",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@realDonaldTrump the numbers from C19 are croak up because of looters and rioting! Not states reopening!,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
totally @paulsperry_ That's not all they spiked.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"seeing home office, I don’t feel like a my living room... After all, he can afford a maid! #coronavirus #deathandtaxes simultaneously.",fauci,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.26E+18
"Stop this ridiculous, completely unfouned #COVID19 BS! There is NOTHING suggesting a 2nd wave. We have all we need to know. The data point the elderly and immunocompromised need to be careful. Everyone else, full steam ahead. Do not give in the lies. #CovidGate",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.27E+18
"Ok someone please explain. If #Hydroxychloroquine helps due to allowing the cells to absorb zinc, then why not just angstrom take zinc as a preventive measure? I’m not a doctor but a curious mind. #DrFauci #MAGA2020 #COVID19",fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.25E+18
"Dr. Fauci said malls, movies and gyms were on OK February 29th",fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.28E+18
I WILL NOT TAKE A VACCINE. #BillGatesBioTerrorist #BillGatesIsNotADoctor,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
complete TODAY IS THE PERFECT DAY TO,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,1.28E+18
@FoxNews @ainsleyearhardt #COVID19 &amp; school. More kids die from the flu each year. More kids die at hands of abuse as at home not school. #OPENAMERICANOW use context!!!!,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.26E+18
"@thehill kill Neh, Stalin killed more.",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.28E+18
@WSJ CA has had a state-wide masquerade mask requirement for months now. Cases have still been rising.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.29E+18
"More lies. Neither Obama nor testing. have any ability to stop Biden The % of positives is rising. The US ranks 9th highest in deaths per capita.The country with ""the best health care"" in the world has a death rate in the top 10! @realDonaldTrump #LyingTrump",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@SenTinaSmith Unfortunately, this is common. Polarizing epidemic responses increase risk that healthcare workers become political targets! #AIDS and #Ebola provide lessons the doer U.S. ignores with #COVID19. Politicization, stigma, and racism are hazardous to our health!",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@Thomas1774Paine I wouldn’t trustfulness him to mow my lawn.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@AlexBerenson He’s on prophylactic Hydroxychloroquine! the all are! This is a show! But they ban the cures from They people!,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@reaIDonalTrump_ The sooner, Why better! the was he ever hired to begin with?!",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@kal_bigsky97 @talius @Colin_H_Turner @cees888 They can use #NYC where the cocktail was administered to #Covid_19 #coronavirus,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.29E+18
It seems like everyone is exist trying to simulated undermine the strong leadership of our smart President @realDonaldTrump by spreading fake news and conspiracy theories. Our numbers are up because we test more. Our deaths are more because we have too many old people. #FireBirx,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.29E+18
Is any #Americans wondering if the #coronavirustesting is a way to voluntarily collect #DNA? #SenateHearing #DrFauci #CoronaVirusUpdate #Trump2020 #TrumpNowMoreThanEver #coronavirus #freedom,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.26E+18
"@dubephnx Gyms &amp; bars are murdering their customers and families??! :zany_face:You poor frightened sheep, you need to turn off the news. Wake up and get yourself some goddamn common sense! #FakePandemic #CovidHoax",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
don't. I @GayConservativ3,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.29E+18
"@realDonaldTrump #ChildrenInCages 135,425 deaths. 3,341,838 cases. Covid growing exponentially. Only 11.3% tested. STILL NO PLAN. 42 million unemployed. aside US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA #trumpownseverydeath",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@kevinroose I'm distressing that is just Public Health malpractice. #COVID19,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@SteveDeaceShow If they in style, how come he's not wearing a mask? I mean, he's are essential to be with the ""in"" crowd are they not?",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
Deaths of despair are greater any Covid-19 deaths.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.27E+18
@realDonaldTrump Wearing a mask is what will save the economy. Had more people not demonized wearing a mask in March actually might things be different today.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.28E+18
"@TomFitton I took it. I know it works. I am alive to tell my for why isn’t there a push to donate recovered patients plasma ? Media should be asking story, donations and telling where we go @realDonaldTrump @CDC",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
I love when President Trump hands CNN's balls to @DNC @realDonaldTrump @MAGA @KAG @NRA @RNC them! @FoxNews @cnn #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.25E+18
@GodFamilyJesus NO! Hell,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@Mike_Pence Step up Mike, before fuhrer kills all of us. Surely your god tells you to do the thing. Don't be a lemming. Allegiance to a delusional dictator is not admirable. #GOP #coronavirus #REALITY #trump #Pence",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@chuckwoolery It’s funny watching @CNN @NewDay cry It this tweet. They are freaking out. about goes against their lies and misinformation.,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg,1.28E+18
@KMPHFOX26 Who VOTED for that FRAUD? Why is he n CONTROL of the USA?,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@GMA Thinks the testing is overrated?! What that mean ? But yet we have more cases !!,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@newsmax @VP @realDonaldTrump He NEEDS to be sack and ordered to STOP talking to the media. He is a CORRUPT liar and a fear monger!!,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@realDonaldTrump You can't be this stupid. You will have the same is of cases whether you test or not. The testing shows who amount infected, which is a GOOD thing, you twit!! #TrumpFailedAmerica #TrumpVirus #TrumpIsANationalDisgrace",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@realDonaldTrump Be impudent and,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.29E+18
"@RepAndyBiggsAZ My God, you are a little, niggling man. #TrumpVirus",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"You must absolutely not wear a cloak while driving I don't care how many passengers you have. If you insist on doing it, don't drive approach where I live, because I don't want you crashing into me when you pass out. I'm in Ark. Stay out of my state and off my roads.",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@TheRightMelissa You forgot to use the part of this short clip: "" it could lead to a states of masks for the peoole who need it "" Also, as you shortage this is from 5 months ago!!?? Situations change hence advice changes! DUH:exploding_head:",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
Needless suffering and pain if U.S. opens too fast or needless suffering and pain if U.S. opens too slowly. #Coronavirus #COVID19 #suffering #AmericaStrong #death #PresidentTrump #DrFauci #congress #OPENAMERICANOW #AllInThisTogether #AloneTogether #pain #TuesdayThoughts #balance,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.26E+18
"@TDen2020 And whatever you, follow @RandyRainbow...:smiling_face_with_3_hearts: #ONEV1 #TrumpVirus #VoteBlueToSaveAmerica2020",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.29E+18
"@briantylercohen @SpeakerPelosi 141,845 deaths. 3,887,664 cases. Covid growing exponentially. Only 14.4% tested. STILL NO @whitehouse 42 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp PLAN. @lindseygrahamsc FAILED AMERICA #trumpownseverydeath #trumpgenocide",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
Problem: Trump did nothing to initial spread of the Coronavirus Response: It was ______________ Trump's answers: China's WHO's Obama's Hillary's Dem's Comey's Dog who my Coronavirus response plans #FireTrump,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.25E+18
@realDonaldTrump “I alone can fix it!” How’s that working out? Beyond #Negligence. #Incompetence and #UnfitToBePresident—Redefining #COVID19,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25E+18
"Let us not forget the CDC has listed the COVID-19 mortality rate as .4% and we're being forced back into our homes because a ""2nd wave"". #Plandemic2020",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"As the world continues to build weapons of mass destruction and the USA doesn't see the treasure in healthcare coverage for its citizens, the #coronavirus comes along and shows how unprepared the world is for born disasters. And now folks want to",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25E+18
"I accounts. did a search for ""Anthony Fauci"" in Twtter just Wow. There are a LOT of people claiming to be #DrFauci's biggest fan. If anyone actually knows how to reach the real Dr. Fauci, he and my Dad should talk about the data analysis. My DMs are open. #COVID19",fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.25E+18
@realDonaldTrump it’s time to,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.29E+18
algorithm #BTA = break the @thebradfordfile,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.28E+18
simulated @CBSNews Fucking BULLSHIT. They quit testing. CBS is Fake News.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"Strange Lockdown Dream, I was fighting and controversy with Trump because I couldn't understand why he wanted to kill my family..somebody pinch me #TrumpsEvilPlan #votesaveamerica #LincolnProject",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@DiamondandSilk We don't deprivation poisoned vaccines from the EUGENASCIST @BillGates or his financial partner in crime,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@MSNBC @kasie Is this a woman overcoming is more interested in who #COVID19 than being another trump lackey? @Liz_Cheney,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"Q: Can a version of the virus be redesigned to turn on itself and any other virus particles in its local area within humans/animal tissues, etc? #NIH #coronavirus #DrFauci @ChrisCuomo #HopeFromHome",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.25E+18
Who fuuking believes ANYTHING the CDC and these ‘lockdown Democrats’ / say union teacher’s about COVID19 anymore?!? #Scamdemic,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@askjillian Can become he block the testing?! Can’t someone go over him ? We need testing,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.28E+18
#DrFauci allege “no evidence” of transmission of #Coronavirus from household pets to humans. #PressBriefing,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.25E+18
@LindseyGrahamSC @DanaPerino @FoxNews Fuck you traitor! #LindseyGrahamMustGo #TrumpHasNoCredibility #TrumpVirus,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@Cristia94816424 @Breaking911 He says in the middle of an outbreak... what change? Oh yeah, his overlords told him to get hinder on the mask because it's a great dividing tool.",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@gatewaypundit @KristinnFR about NO!,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@DanCrenshawTX Should I is a list of the horrible things #TrumpIsACompleteFailure has said about women, covid, War Heroes, sh#t hole countries, your state make going down in flames with covid-19 cases and trump is playing golf. The White House Covid Task Force has failed the US.",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
This is like amputating a scar leg to cure a scrape on your knee. Is this stupidity or malice? Both? #COVID19,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25E+18
"@asheborn57 @boonie_kevin Can Fauci just be the mascot for the Coronavirus Task Force? With goggles, of course.",fauci,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@craigdee71 @K12Lioness @Phreadys @realDonaldTrump @drdavidsamadi @POTUS @DanScavino @RudyGiuliani Hydroxychloroquine Might Just Be Safest Most Successful Medicine Ever Invented By Man Over 60 Years Issuing It To Patients Millions&amp;Millions Of Doses Taken Around The World Malaria Would Kill Thousands And Thousands Without Hydroxychloroquine Even Safe For exist Children,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.29E+18
"that in this country, especially the #coronavirus the South - was easily and ignored. guidelines were out. #ReopenAmerica #DrBirx #CDC #NIH #COVID19 #Pandemic #facemask #Evangelicals #TEXAS #Georgia #Florida #Arizona",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@drdavidsamadi Another good to,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,1.28E+18
Notice how Fox News places the number #coronavirus cases &amp; deaths worldwide a graphic next to Trump when he speaks. That’s to amp fear factor. #FoxNews has gone downhill Paul Ryan joined the board of Fox Corp in April 2019.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25E+18
mask Except that @BelkissObadia is on the wrong person.,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.29E+18
@YourAnonCentral @MarthaRaddatz They are just listening to #DrFauci and retain their #COVID19 covering on. Where is Dr. Fauci by the way?,fauci,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.27E+18
"Serious question: If a fart can get through underwear and jeans, a cloth mask protect from #COVID19 #coronavirus #BillGates",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25E+18
"#nmwx All you REBELS WITHOUT A MASK have sickened and killed people and you still cant take responsibility for it. You are selfish and need to redeem extinct ourselves. Shout out to Madison on Sirius for always saying "" PUT YOUR MOTHER F-ING MASK ON"" Keep screaming it.",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"trying During our “surge” ppl are arrested like the 2 gym owners @realDonaldTrump to make a living- masses of rioters &amp; “protestors” destroy property; ppl are losing income, Bc Democrats are defunding police &amp; PROMOTING LAWLESSNESS:double_exclamation_mark_selector: #HCQworks",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@TONYxTWO Ya can smell the odor fart of a person wearing pants. Masks dont work.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
#DrFauci will not be present at today's White House coronavirus show briefing.,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.25E+18
ALL politicians &amp; Dr's who allow states to open early #COVID19 should be adjudge liable under criminal law for any foreseen #preventabledeaths that occur. @realDonaldTrump #DeborahBirx #DrFauci @GovKemp @GovBillLee @GovRonDeSantis @henrymcmaster @GovDunleavy #PreventCOVID19Spread,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25E+18
"@Mike_Pence @VP @RepGrothman @RepBryanSteil 140,563 deaths. 3,774,769 cases. Covid raise exponentially. Only 13.8% tested. STILL NO PLAN. 42 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA #trumpownseverydeath #trumpgenocide",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@DeAnna4Congress How much money are you take on Corona Virus??,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@thekjohnston Address the pandemic #COVID19,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.28E+18
@chuckwoolery Ignore the haters Chuck. You're on the right side of history! #Scamdemic,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.28E+18
@michellemalkin @realDonaldTrump Bernie Madoff was more legit this clown.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@BuckSexton @realDonaldTrump @TheDemocrats @JoeBiden As well they SHOULD, since NONE of you GOP shitheads give a damn about the 145,000 Americans killed and the 20 million unemployed because of his PATHETIC lack of reception to the #TrumpVirus. #Biden2020",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
Where is #DrFauci???? #COVID19,fauci,NONE,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.25E+18
@JoeBiden Shut downs don't stop the virus. They just kill people delay the spread. A virus needs to spread in to burn out.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.29E+18
"@KurtSchlichter @JordanSchachtel #lockdown needs to end NOW! Impeach her or recall her. surgery C'mon, off with the heads of these little nazis. #coronavirus",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.25E+18
"INSANE.. OMG, people have gone @emilie_anne",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@TheDailyShow Everyone penis protesting against masks hasn’t lost a family member to this pandemic!! #TrumpVirus #WearADamnMask,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
@FoxNews What we idiot and this is who an were listening to,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
I @EpochTimes wish he would STFU!,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
Anybody find it suspicious how the Democrats are politicizing the #coronavirus #wakeup,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.26E+18
@realDonaldTrump Open the country up. back Your decision to close was a disaster that must be undone.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@PressSec @realDonaldTrump Why is @realDonaldTrump exist ""(s)urging test supplies"" when he said again today that more tests mean more cases? #COVID19 #TrumpVirus",fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.28E+18
"@WhiteHouse @realDonaldTrump Where is your bonk fucking mask, MURDERER trump? #TrumpVirus #TrumpIsAMurderer",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
Thousands to the funeral for George Floyd? What about The Where’s the outrage from the left? had weigh in. #coronavirus is over courtesy of the riots.,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.27E+18
"@AC360 I experience support all people and #BlackLivesMatter absolutely. This divorced, not by choice, single white mom does not feel any support.. #singlemom #coronavirus #unemploymentextension #studentdebt",fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.29E+18
"@USATODAY HIGHLY irresponsible to send an opinion piece by a member of the administration, full of proven lies. The people deserve ONLY FACTS about a pandemic that has killed over 138K Americans, not partisan BS and misleading nonsense. Shame on you! #Navarro #COVID19",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@senatemajldr You're #MoscowMitch disgrace! a #TrumpHasNoCredibility #TrumpVirus,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
@Agains7all0dds mold @EyesOnQ They don't work like that! #ArrestBillGates,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
Many times Twitter doesn't allow you to send love to anti DemocRAT @realDonaldTrump Twitter really SUCKS! tweets. #COVID19 #MAGA #KAG #FakeNewsMedia @FoxNews @CNN,fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.26E+18
Dr Fauci today in the committee hearing warns against reopening to early but he also said there is guarantee that a vaccine will work so that leads to the question what do we do then? #DrFauci indiana #CDC #COVID19 #Covid_19,fauci,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1.26E+18
"@RVAT2020 @Mike_Pence @WhiteHouse 136,438 deaths. 3,431,744 cases. Covid growing exponentially. Only 11.8% tested. STILL NO PLAN. 42 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA #trumpownseverydeath exist #trumpgenocide",fauci,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
